wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,source_file
11.0,1.0,0.0,5.0,21.0,9.0,2.0,3.0,11.0,0.25,92.0,1.0,0.0,0.0,0.454545455,0.0,0.0,7.181818182,1.0,0.6364,0,poi-3.0
2.0,1.0,0.0,4.0,7.0,0.0,1.0,3.0,2.0,0.0,46.0,1.0,1.0,0.0,0.75,0.0,0.0,21.5,2.0,1.0,0,poi-3.0
11.0,2.0,0.0,6.0,22.0,35.0,1.0,5.0,9.0,0.8,122.0,0.5,0.0,0.55,0.309090909,1.0,4.0,9.909090909,2.0,0.9091,1,poi-3.0
2.0,1.0,0.0,3.0,15.0,1.0,0.0,3.0,2.0,2.0,56.0,0.0,0.0,0.0,0.5,0.0,0.0,27.0,1.0,0.5,0,poi-3.0
9.0,2.0,0.0,5.0,13.0,36.0,2.0,3.0,9.0,1.125,64.0,0.0,0.0,0.3,0.259259259,0.0,0.0,5.888888889,1.0,0.7778,0,poi-3.0
10.0,2.0,0.0,5.0,14.0,45.0,2.0,3.0,10.0,1.111111111,67.0,0.333333333,0.0,0.272727273,0.25,0.0,0.0,5.4,1.0,0.8,1,poi-3.0
5.0,3.0,4.0,5.0,7.0,4.0,5.0,0.0,5.0,0.5,29.0,1.0,0.0,0.944444444,0.6,0.0,0.0,4.6,1.0,0.2,0,poi-3.0
0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,poi-3.0
3.0,1.0,0.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0.833333333,0.0,0.0,1.333333333,1.0,0.6667,1,poi-3.0
14.0,2.0,0.0,5.0,23.0,73.0,2.0,3.0,12.0,0.788461538,122.0,0.75,0.0,0.47826087,0.314285714,1.0,4.0,7.428571429,1.0,0.8571,1,poi-3.0
19.0,2.0,0.0,7.0,33.0,119.0,3.0,5.0,17.0,0.80952381,303.0,0.857142857,0.0,0.392857143,0.254385965,1.0,4.0,14.57894737,2.0,1.0,1,poi-3.0
5.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,3.0,0.0,86.0,0.0,0.0,0.0,0.666666667,0.0,0.0,16.0,3.0,1.6,0,poi-3.0
4.0,1.0,1.0,3.0,16.0,2.0,3.0,0.0,3.0,1.272727273,798.0,0.036363636,0.0,0.0,0.5,0.0,0.0,156.23101051343477,2.0,1.0,0,poi-3.0
37.0,2.0,0.0,11.0,53.0,394.0,5.0,6.0,34.0,0.883333333,543.0,0.866666667,5.0,0.244444444,0.218253968,1.0,4.0,13.27027027,4.0,1.1351,1,poi-3.0
11.0,2.0,0.0,6.0,20.0,43.0,2.0,4.0,9.0,0.8,102.0,0.5,0.0,0.55,0.309090909,1.0,4.0,8.090909091,2.0,0.9091,1,poi-3.0
11.0,2.0,0.0,5.0,22.0,35.0,0.0,5.0,9.0,0.8,122.0,0.5,0.0,0.55,0.309090909,1.0,4.0,9.909090909,2.0,0.9091,1,poi-3.0
17.0,2.0,0.0,6.0,28.0,90.0,2.0,4.0,15.0,0.78125,232.0,0.833333333,0.0,0.423076923,0.305882353,1.0,4.0,12.29411765,2.0,0.9412,1,poi-3.0
11.0,2.0,1.0,15.0,51.0,25.0,2.0,13.0,11.0,0.6,305.0,1.0,0.0,0.64,0.227272727,1.0,5.0,26.63636364,2.0,0.9091,1,poi-3.0
10.0,2.0,0.0,6.0,14.0,45.0,3.0,3.0,10.0,1.111111111,59.0,0.333333333,0.0,0.272727273,0.25,0.0,0.0,4.6,1.0,0.8,0,poi-3.0
7.0,1.0,0.0,20.0,59.0,9.0,4.0,16.0,5.0,0.722222222,754.0,1.0,0.0,0.0,0.166666667,0.0,0.0,106.2857143,8.0,2.0,1,poi-3.0
2.0,1.0,0.0,5.0,2.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
1.0,1.0,0.0,8.0,1.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
17.0,2.0,0.0,11.0,42.0,108.0,3.0,9.0,15.0,0.796875,514.0,0.0,1.0,0.407407407,0.243697479,1.0,3.0,29.0,14.0,3.3529,1,poi-3.0
4.0,3.0,0.0,3.0,7.0,6.0,1.0,2.0,4.0,1.333333333,18.0,0.0,0.0,0.96,0.5,1.0,3.0,3.25,1.0,0.25,1,poi-3.0
4.0,1.0,4.0,5.0,6.0,6.0,4.0,1.0,1.0,2.0,15.0,0.0,0.0,0.0,0.666666667,0.0,0.0,2.75,1.0,0.75,0,poi-3.0
29.0,3.0,0.0,15.0,48.0,146.0,9.0,7.0,27.0,0.977891156,538.0,0.238095238,4.0,0.307692308,0.252873563,1.0,4.0,16.10344828,2.0,0.9655,1,poi-3.0
1.0,1.0,0.0,9.0,1.0,0.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
9.0,2.0,0.0,7.0,16.0,36.0,3.0,4.0,7.0,1.125,67.0,0.0,0.0,0.611111111,0.311111111,1.0,4.0,6.333333333,2.0,0.8889,1,poi-3.0
9.0,2.0,0.0,5.0,13.0,36.0,2.0,3.0,9.0,1.125,62.0,0.0,0.0,0.3,0.259259259,0.0,0.0,5.666666667,1.0,0.7778,0,poi-3.0
11.0,1.0,0.0,7.0,17.0,9.0,4.0,3.0,11.0,0.25,85.0,1.0,0.0,0.0,0.522727273,0.0,0.0,6.545454545,1.0,0.6364,0,poi-3.0
13.0,2.0,0.0,18.0,42.0,0.0,12.0,6.0,11.0,0.666666667,235.0,0.5,0.0,0.5,0.269230769,1.0,4.0,16.92307692,3.0,1.3846,1,poi-3.0
3.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,3.0,0.0,86.0,0.0,0.0,0.0,0.5,0.0,0.0,26.66666667,1.0,0.6667,0,poi-3.0
12.0,2.0,0.0,6.0,21.0,54.0,2.0,4.0,10.0,0.787878788,122.0,0.666666667,0.0,0.523809524,0.316666667,1.0,4.0,8.916666667,2.0,0.9167,1,poi-3.0
14.0,1.0,11.234587853670119,62.94692260261135,91.0,85.0,29.0,26.3622629967386,14.0,1.0,579.0,0.25,0.0,0.0,0.1875,0.0,0.0,40.07142857,7.0,1.9286,1,poi-3.0
10.0,2.0,0.0,5.0,14.0,45.0,2.0,3.0,10.0,1.111111111,63.0,0.333333333,0.0,0.272727273,0.25,0.0,0.0,5.0,1.0,0.8,0,poi-3.0
57.18102901592539,2.0,0.0,15.0,98.0,1374.0,5.0,11.0,40.652358708017445,0.957181088,1116.0,0.473684211,0.0,0.161764706,0.162962963,1.0,4.0,16.96666667,7.0,1.4833,1,poi-3.0
4.0,1.0,0.0,6.0,4.0,6.0,6.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
12.0,1.0,1.0,17.0,49.0,18.0,10.0,7.0,8.0,0.484848485,595.0,1.0,0.0,0.0,0.366666667,1.0,1.0,48.33333333,12.0,2.3333,1,poi-3.0
1.0,3.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,1,poi-3.0
3.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.75,53.0,0.0,0.0,0.0,0.5,0.0,0.0,16.0,1.0,0.3333,1,poi-3.0
4.0,1.0,0.0,6.0,16.0,4.0,1.0,6.0,4.0,0.333333333,82.0,0.0,0.0,0.0,0.416666667,0.0,0.0,19.25,3.0,1.25,0,poi-3.0
10.0,2.0,0.0,9.0,26.0,33.0,2.0,7.0,8.0,0.833333333,148.0,0.5,0.0,0.578947368,0.266666667,1.0,4.0,13.6,2.0,1.0,1,poi-3.0
10.0,2.0,0.0,6.0,19.0,33.0,2.0,4.0,8.0,0.833333333,102.0,0.0,0.0,0.578947368,0.266666667,1.0,4.0,9.0,2.0,1.1,1,poi-3.0
13.0,2.0,0.0,11.0,26.0,4.0,3.0,8.0,13.0,0.683333333,174.0,0.0,0.0,0.571428571,0.338461538,1.0,1.0,12.0,2.0,1.0,0,poi-3.0
10.0,2.0,0.0,6.0,19.0,39.0,2.0,4.0,8.0,0.925925926,92.0,0.333333333,0.0,0.578947368,0.32,1.0,4.0,7.9,2.0,0.9,1,poi-3.0
11.0,2.0,1.0,5.0,16.0,21.0,2.0,4.0,11.0,0.85,86.0,0.75,0.0,0.4375,0.257575758,1.0,2.0,6.454545455,1.0,0.8182,1,poi-3.0
15.0,2.0,0.0,7.0,33.0,43.0,1.0,6.0,15.0,0.833333333,258.0,0.666666667,0.0,0.575757576,0.333333333,1.0,5.0,15.8,2.0,1.0,1,poi-3.0
6.0,1.0,0.0,1.0,27.0,15.0,1.0,0.0,5.0,2.0,264.0,0.0,0.0,0.0,0.291666667,0.0,0.0,43.0,1.0,0.8333,0,poi-3.0
39.0,2.0,0.0,8.0,58.0,91.0,1.0,7.0,37.0,0.848684211,652.0,0.9375,6.387403980937025,0.229166667,0.216117216,1.0,4.0,15.30769231,2.0,0.9744,1,poi-3.0
20.0,1.0,11.234587853670119,37.0,36.0,164.0,36.0,4.0,18.0,0.842105263,141.0,1.0,0.0,0.0,0.2375,0.0,0.0,5.95,2.0,1.05,1,poi-3.0
27.0,1.0,0.0,9.0,54.0,107.0,4.0,6.0,18.0,0.711538462,515.0,0.833333333,4.0,0.0,0.148148148,0.0,0.0,17.85185185,7.0,1.963,1,poi-3.0
15.0,2.0,0.0,6.0,26.0,57.0,1.0,5.0,13.0,0.928571429,225.0,0.333333333,0.0,0.458333333,0.306666667,1.0,4.0,13.4,2.0,0.9333,1,poi-3.0
8.0,2.0,0.0,6.0,20.0,4.0,2.0,5.0,7.0,0.8,143.0,0.6,0.0,0.583333333,0.291666667,1.0,2.0,16.25,1.0,0.625,0,poi-3.0
2.0,5.0,0.0,3.0,9.0,1.0,0.0,3.0,2.0,2.0,33.0,0.0,0.0,1.0,0.875,0.0,0.0,15.5,0.0,0.0,0,poi-3.0
1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
17.0,2.0,0.0,6.0,29.0,74.0,1.0,5.0,15.0,0.7625,269.0,0.8,0.0,0.423076923,0.305882353,1.0,4.0,14.52941176,2.0,0.9412,1,poi-3.0
8.0,2.0,1.0,21.0,59.0,20.0,3.0,19.0,4.0,0.821428571,267.0,1.0,4.0,0.416666667,0.666666667,1.0,1.0,31.875,1.0,0.875,1,poi-3.0
14.0,1.0,0.0,12.0,29.0,1.0,2.0,11.0,13.0,0.794871795,193.0,0.0,1.0,0.0,0.328571429,0.0,0.0,12.35714286,2.0,1.0,1,poi-3.0
8.0,2.0,1.0,10.0,37.0,0.0,6.0,4.0,6.0,0.357142857,276.0,1.0,0.0,0.823529412,0.375,1.0,1.0,33.25,6.0,1.625,1,poi-3.0
8.0,3.0,0.0,6.0,23.0,8.0,2.0,5.0,6.0,0.785714286,125.0,0.5,0.0,0.666666667,0.325,1.0,4.0,14.375,2.0,0.875,1,poi-3.0
37.0,2.0,0.0,11.0,55.0,474.0,4.0,7.0,34.0,0.936342593,549.0,0.625,4.0,0.244444444,0.190972222,1.0,4.0,13.18918919,3.0,1.027,1,poi-3.0
24.0,2.0,0.0,10.0,38.0,234.0,5.0,5.0,22.0,0.747826087,366.0,0.8,0.0,0.333333333,0.226190476,1.0,4.0,14.04166667,7.0,1.8333,1,poi-3.0
18.0,1.0,0.0,37.0,19.0,107.0,37.0,0.0,18.0,0.382352941,170.0,1.0,0.0,0.0,0.433333333,0.0,0.0,8.333333333,2.0,1.2222,0,poi-3.0
10.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,0.0,86.0,1.0,0.0,0.5,0.32,1.0,2.0,7.5,1.0,0.9,0,poi-3.0
15.0,2.0,0.0,8.0,32.0,79.0,4.0,4.0,13.0,0.857142857,242.0,0.5,0.0,0.458333333,0.306666667,1.0,4.0,14.86666667,3.0,1.2667,1,poi-3.0
19.0,2.0,0.0,8.0,35.0,0.0,1.0,7.0,17.0,0.703703704,262.0,0.833333333,4.0,0.392857143,0.254385965,1.0,4.0,12.47368421,2.0,0.9474,1,poi-3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,poi-3.0
4.0,5.0,0.0,2.0,8.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0,poi-3.0
15.0,1.0,0.0,7.0,34.0,105.0,6.0,1.0,14.0,1.071428571,338.0,0.0,0.0,0.0,0.103030303,0.0,0.0,21.46666667,6.0,1.8667,1,poi-3.0
10.0,2.0,0.0,5.0,14.0,45.0,2.0,3.0,10.0,1.111111111,67.0,0.333333333,0.0,0.272727273,0.25,0.0,0.0,5.4,1.0,0.8,1,poi-3.0
23.0,2.0,0.0,2.0,24.0,253.0,1.0,1.0,23.0,2.0,49.0,0.0,0.0,0.52173913,0.669565217,1.0,2.0,1.130434783,1.0,0.9565,1,poi-3.0
4.0,4.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0,poi-3.0
9.0,2.0,0.0,4.0,13.0,36.0,1.0,3.0,9.0,1.125,58.0,0.0,0.0,0.3,0.259259259,0.0,0.0,5.333333333,1.0,0.7778,0,poi-3.0
18.0,2.0,0.0,7.0,32.0,85.0,4.0,3.0,16.0,0.776470588,398.0,0.0,0.0,0.384615385,0.355555556,1.0,1.0,20.83333333,4.0,1.5,1,poi-3.0
1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0,poi-3.0
13.0,2.0,0.0,6.0,25.0,44.0,1.0,5.0,11.0,0.75,171.0,0.666666667,0.0,0.5,0.307692308,1.0,4.0,11.92307692,2.0,0.9231,1,poi-3.0
4.0,5.0,0.0,4.0,8.0,6.0,3.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0,poi-3.0
3.0,3.0,0.0,8.0,10.0,3.0,6.0,2.0,1.0,2.0,27.0,0.0,0.0,0.971428571,0.666666667,1.0,1.0,8.0,1.0,0.3333,1,poi-3.0
25.0,2.0,0.0,4.0,67.0,0.0,1.0,3.0,22.0,0.208333333,991.0,0.0,0.0,0.314285714,0.212,1.0,3.0,38.6,26.0,3.8,0,poi-3.0
5.0,2.0,0.0,5.0,12.0,10.0,1.0,4.0,5.0,2.0,32.0,0.0,0.0,0.555555556,0.5,0.0,0.0,5.4,1.0,0.8,0,poi-3.0
11.0,3.0,0.0,11.0,25.0,55.0,4.0,7.0,6.0,1.1,207.0,0.333333333,0.0,0.727272727,0.454545455,2.0,5.0,17.54545455,4.0,1.5455,1,poi-3.0
25.0,2.0,0.0,8.0,45.0,0.0,3.0,5.0,23.0,0.694444444,181.0,0.666666667,2.0,0.314285714,0.182222222,1.0,4.0,6.12,2.0,1.12,1,poi-3.0
13.0,2.0,0.0,12.0,23.0,0.0,9.0,3.0,11.0,0.642857143,271.0,1.0,1.0,0.45,0.256410256,1.0,2.0,19.30769231,2.0,0.9231,0,poi-3.0
5.0,3.0,0.0,4.0,12.0,10.0,1.0,3.0,5.0,1.25,42.0,0.0,0.0,0.842105263,0.36,2.0,2.0,7.2,1.0,0.6,0,poi-3.0
10.0,1.0,0.0,14.0,59.0,15.0,2.0,12.0,6.0,0.644444444,732.0,1.0,0.0,0.0,0.180555556,0.0,0.0,71.7,8.0,2.0,1,poi-3.0
23.0,1.0,0.0,7.0,48.0,0.0,6.0,1.0,22.0,0.984848485,167.0,0.111111111,1.0,0.0,0.253623188,0.0,0.0,5.47826087,1.0,0.9565,1,poi-3.0
12.0,2.0,0.0,5.0,26.0,42.0,1.0,4.0,10.0,0.787878788,182.0,0.333333333,0.0,0.523809524,0.226190476,1.0,4.0,13.91666667,2.0,1.1667,1,poi-3.0
2.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12.0,0.0,0.0,1.0,0.625,0.0,0.0,4.5,0.0,0.0,0,poi-3.0
11.0,1.0,0.0,2.0,24.0,53.0,1.0,2.0,6.0,1.033333333,241.0,1.0,0.0,0.0,0.157142857,0.0,0.0,20.63636364,4.0,1.6364,1,poi-3.0
11.0,2.0,0.0,6.0,20.0,35.0,2.0,4.0,9.0,0.8,113.0,0.5,0.0,0.55,0.257575758,1.0,4.0,9.090909091,2.0,1.0909,1,poi-3.0
8.0,2.0,0.0,7.0,9.0,14.0,5.0,2.0,6.0,0.785714286,73.0,0.0,0.0,0.695652174,0.325,0.0,0.0,7.625,2.0,1.0,0,poi-3.0
8.0,3.0,0.0,5.0,20.0,0.0,2.0,3.0,7.0,1.142857143,154.0,0.5,0.0,0.772727273,0.270833333,1.0,5.0,18.0,1.0,0.625,0,poi-3.0
6.0,3.0,0.0,4.0,34.0,13.0,1.0,3.0,5.0,1.2,194.0,0.0,0.0,0.875,0.333333333,2.0,3.0,31.16666667,1.0,0.6667,0,poi-3.0
4.0,3.0,0.0,3.0,6.0,6.0,1.0,2.0,3.0,1.333333333,16.0,0.0,0.0,0.923076923,0.625,1.0,2.0,2.75,1.0,0.5,0,poi-3.0
20.0,1.0,0.0,2.0,34.0,158.0,1.0,1.0,18.0,0.75,262.0,0.0,1.0,0.0,0.175,0.0,0.0,11.9,4.0,1.1,1,poi-3.0
57.18102901592539,3.0,0.0,0.0,135.28130348624742,0.0,0.0,0.0,40.652358708017445,0.5,2472.9129445320755,0.5,0.0,0.514450867,0.075456389,2.0,8.491679240622616,32.98823529,1.0,0.9882,0,poi-3.0
10.0,1.0,2.0,14.0,12.0,3.0,13.0,1.0,10.0,0.333333333,69.0,1.0,0.0,0.0,0.34,0.0,0.0,5.8,2.0,1.0,1,poi-3.0
17.0,2.0,0.0,6.0,26.0,94.0,2.0,4.0,15.0,0.7625,207.0,0.8,0.0,0.423076923,0.305882353,1.0,4.0,10.88235294,2.0,0.9412,1,poi-3.0
16.0,1.0,0.0,3.0,17.0,78.0,2.0,1.0,16.0,0.533333333,172.0,1.0,0.0,0.0,0.291666667,0.0,0.0,9.5,9.0,1.625,0,poi-3.0
6.0,3.0,0.0,5.0,9.0,15.0,2.0,3.0,5.0,1.2,31.0,0.0,0.0,0.875,0.333333333,1.0,1.0,4.0,1.0,0.6667,0,poi-3.0
57.18102901592539,1.0,0.0,44.0,135.28130348624742,100.0,4.0,26.3622629967386,40.652358708017445,0.926470588,2273.0,0.470588235,4.0,0.0,0.129166667,0.0,0.0,33.70769231,29.214604061894157,2.3077,1,poi-3.0
37.0,2.0,0.0,9.0,50.0,442.0,3.0,6.0,34.0,0.895833333,485.0,0.9375,6.0,0.244444444,0.25462963,1.0,4.0,11.67567568,2.0,0.9459,1,poi-3.0
26.0,2.0,0.0,9.0,41.0,179.0,3.0,6.0,23.0,0.836,339.0,0.9,3.0,0.323529412,0.253333333,1.0,4.0,11.65384615,2.0,0.9231,1,poi-3.0
8.0,2.0,0.0,8.0,19.0,0.0,2.0,6.0,6.0,0.821428571,324.0,1.0,6.0,0.3,0.583333333,1.0,2.0,38.5,4.0,1.375,0,poi-3.0
10.0,2.0,0.0,5.0,18.0,39.0,2.0,4.0,9.0,0.851851852,75.0,0.333333333,0.0,0.5,0.228571429,1.0,2.0,6.2,1.0,0.7,1,poi-3.0
3.0,1.0,0.0,3.0,8.0,0.0,3.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.666666667,0.0,0.0,9.333333333,1.0,0.6667,0,poi-3.0
37.0,2.0,0.0,16.0,79.0,436.0,7.0,9.0,34.0,0.857142857,810.0,0.928571429,3.0,0.239130435,0.137592138,1.0,4.0,20.51351351,7.0,1.8649,1,poi-3.0
11.0,1.0,0.0,4.0,15.0,21.0,1.0,3.0,11.0,0.533333333,90.0,1.0,0.0,0.0,0.454545455,0.0,0.0,6.909090909,1.0,0.6364,0,poi-3.0
57.18102901592539,3.0,0.0,3.0,135.28130348624742,2454.636014545395,0.0,3.0,40.652358708017445,0.830357143,905.0,1.0,2.0,0.526627219,0.079561043,2.0,8.491679240622616,10.08641975,5.0,1.1975,1,poi-3.0
11.0,2.0,0.0,6.0,20.0,43.0,2.0,4.0,9.0,0.8,102.0,0.5,0.0,0.55,0.309090909,1.0,4.0,8.090909091,2.0,0.9091,1,poi-3.0
11.0,2.0,0.0,5.0,22.0,35.0,0.0,5.0,9.0,0.8,122.0,0.5,0.0,0.55,0.309090909,1.0,4.0,9.909090909,2.0,0.9091,1,poi-3.0
2.0,1.0,0.0,3.0,5.0,0.0,1.0,2.0,2.0,0.0,88.0,0.0,0.0,0.0,0.75,0.0,0.0,42.0,1.0,0.5,0,poi-3.0
4.0,1.0,0.0,6.0,4.0,6.0,5.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,1,poi-3.0
12.0,1.0,11.234587853670119,62.94692260261135,21.0,66.0,53.869034526728356,1.0,10.0,2.0,63.0,0.0,0.0,0.0,0.283333333,0.0,0.0,4.25,1.0,0.8333,1,poi-3.0
19.0,2.0,0.0,6.0,33.0,95.0,1.0,5.0,17.0,0.87037037,321.0,0.555555556,0.0,0.392857143,0.305263158,1.0,4.0,15.42105263,2.0,0.9474,1,poi-3.0
12.0,2.0,0.0,4.0,22.0,52.0,1.0,3.0,10.0,0.872727273,124.0,0.6,0.0,0.523809524,0.316666667,1.0,4.0,8.916666667,1.0,0.8333,0,poi-3.0
10.0,2.0,0.0,6.0,19.0,39.0,2.0,4.0,8.0,0.925925926,92.0,0.333333333,0.0,0.578947368,0.32,1.0,4.0,7.9,2.0,0.9,1,poi-3.0
4.0,1.0,0.0,3.0,4.0,6.0,3.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
4.0,1.0,0.0,9.0,49.0,0.0,0.0,9.0,4.0,0.0,463.0,1.0,1.0,0.0,0.5625,0.0,0.0,114.25,8.0,2.0,1,poi-3.0
3.0,4.0,0.0,62.94692260261135,6.0,3.0,53.869034526728356,0.0,3.0,2.0,16.0,0.0,0.0,1.0,0.777777778,0.0,0.0,4.333333333,0.0,0.0,0,poi-3.0
6.0,2.0,1.0,7.0,14.0,15.0,3.0,4.0,6.0,2.0,67.0,0.0,0.0,0.555555556,0.333333333,1.0,2.0,10.16666667,1.0,0.6667,0,poi-3.0
8.0,2.0,0.0,6.0,15.0,28.0,2.0,4.0,6.0,1.142857143,60.0,0.0,0.0,0.647058824,0.325,1.0,4.0,6.375,2.0,0.875,1,poi-3.0
17.0,2.0,0.0,11.0,48.0,38.0,4.0,8.0,17.0,0.822916667,421.0,0.666666667,1.0,0.542857143,0.274509804,1.0,5.0,23.41176471,3.0,1.1765,1,poi-3.0
9.0,1.0,0.0,10.0,20.0,0.0,10.0,0.0,9.0,0.25,294.0,1.0,0.0,0.0,0.311111111,1.0,1.0,31.44444444,7.0,1.8889,0,poi-3.0
29.0,2.0,0.0,6.0,61.0,282.0,1.0,5.0,26.0,0.669642857,710.0,0.0,0.0,0.282051282,0.232758621,1.0,3.0,23.34482759,7.0,2.2069,1,poi-3.0
32.0,1.0,3.0,19.0,65.0,290.0,13.0,6.0,18.0,0.962648557,732.0,1.0,6.387403980937025,0.0,0.17578125,0.0,0.0,20.6875,3.0,1.1563,1,poi-3.0
11.0,2.0,0.0,7.0,21.0,25.0,3.0,4.0,9.0,0.8,121.0,0.5,0.0,0.55,0.309090909,1.0,3.0,9.818181818,2.0,0.9091,1,poi-3.0
9.0,2.0,0.0,7.0,24.0,2.0,2.0,6.0,8.0,0.666666667,190.0,0.166666667,1.0,0.538461538,0.259259259,1.0,2.0,19.44444444,2.0,0.8889,0,poi-3.0
12.0,2.0,0.0,6.0,47.0,28.0,1.0,5.0,11.0,0.636363636,353.0,1.0,0.0,0.655172414,0.246753247,1.0,6.0,28.16666667,3.0,1.3333,1,poi-3.0
4.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,4.0,1.125,33.0,0.25,0.0,0.0,0.583333333,0.0,0.0,5.25,1.0,0.5,1,poi-3.0
11.0,2.0,0.0,6.0,20.0,43.0,2.0,4.0,9.0,0.95,104.0,0.25,0.0,0.55,0.309090909,1.0,4.0,8.090909091,2.0,0.9091,1,poi-3.0
14.0,2.0,2.0,9.0,40.0,27.0,3.0,7.0,13.0,0.776223776,594.0,0.909090909,0.0,0.368421053,0.273809524,1.0,2.0,40.64285714,7.0,2.4286,1,poi-3.0
15.0,2.0,0.0,8.0,31.0,55.0,3.0,5.0,13.0,0.757142857,240.0,0.8,0.0,0.458333333,0.2,1.0,4.0,14.66666667,4.0,1.3333,1,poi-3.0
11.0,2.0,0.0,6.0,20.0,35.0,2.0,4.0,9.0,0.8,112.0,0.5,0.0,0.55,0.257575758,1.0,4.0,9.0,2.0,1.0909,1,poi-3.0
6.0,1.0,0.0,7.0,6.0,15.0,7.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.583333333,0.0,0.0,0.0,1.0,1.0,0,poi-3.0
3.0,1.0,0.0,4.0,6.0,1.0,1.0,3.0,3.0,0.5,32.0,1.0,1.0,0.0,0.466666667,0.0,0.0,9.333333333,2.0,1.0,0,poi-3.0
15.0,3.0,0.0,6.0,37.0,5.0,2.0,4.0,14.0,0.904761905,434.0,1.0,0.0,0.535714286,0.4,1.0,4.0,27.73333333,3.0,1.5333,1,poi-3.0
1.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0,poi-3.0
11.0,2.0,0.0,7.0,21.0,35.0,2.0,5.0,9.0,0.8,107.0,0.5,0.0,0.55,0.257575758,1.0,4.0,8.545454545,2.0,0.9091,1,poi-3.0
14.0,2.0,0.0,7.0,37.0,35.0,3.0,5.0,12.0,0.730769231,335.0,0.5,0.0,0.47826087,0.342857143,1.0,4.0,22.78571429,2.0,1.3571,1,poi-3.0
10.0,2.0,0.0,6.0,19.0,33.0,2.0,4.0,8.0,0.833333333,102.0,0.5,0.0,0.578947368,0.266666667,1.0,4.0,9.0,2.0,1.1,1,poi-3.0
6.0,2.0,0.0,12.0,36.0,11.0,1.0,12.0,2.0,0.8,173.0,1.0,2.0,0.5,0.541666667,1.0,1.0,27.5,3.0,1.1667,1,poi-3.0
9.0,1.0,0.0,8.0,45.0,36.0,1.0,8.0,5.0,2.0,2472.9129445320755,0.0,0.0,0.0,0.296296296,0.0,0.0,156.23101051343477,3.0,1.3333,1,poi-3.0
8.0,2.0,0.0,5.0,15.0,28.0,1.0,4.0,6.0,1.142857143,60.0,0.0,0.0,0.647058824,0.325,1.0,4.0,6.375,2.0,0.875,1,poi-3.0
12.0,1.0,0.0,8.0,25.0,24.0,6.0,2.0,8.0,0.863636364,319.0,1.0,0.0,0.0,0.214285714,0.0,0.0,25.25,3.0,1.25,1,poi-3.0
22.0,2.0,4.0,15.0,54.0,69.0,6.0,9.0,17.0,0.698412698,434.0,1.0,0.0,0.366666667,0.238095238,1.0,4.0,18.59090909,4.0,1.3636,1,poi-3.0
